user,fullname,tweet-id,timestamp,url,likes,replies,retweets,text,html
Johnnyfromdot,John Murray,818245895565279233,2017-01-08 23:59:58,/Johnnyfromdot/status/818245895565279233,64,4,28,"The U.S Government is broken. Trump is empowered to do whatever he damn well pleases. He's a despot,!!!","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The U.S Government is broken. <strong>Trump</strong> is empowered to do whatever he damn well pleases. He's a despot,!!!</p>"
mikeyoranje88,Mikey,818245895330336770,2017-01-08 23:59:58,/mikeyoranje88/status/818245895330336770,0,0,0,"No, Trump won because Bernie supporters were led to believe Hillary was evil incarnate.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">No, <strong>Trump</strong> won because Bernie supporters were led to believe Hillary was evil incarnate.</p>"
benere_bill,Bill Benere,818245895254843392,2017-01-08 23:59:58,/benere_bill/status/818245895254843392,0,0,0,OPRAH CAVES IN TO TRUMP THEN GETS DEVASTATING BACKLASH THAT MAY END HER https://www.youtube.com/watch?v=eICIxzfrubA&feature=share …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">OPRAH CAVES IN TO <strong>TRUMP</strong> THEN GETS DEVASTATING BACKLASH THAT MAY END HER <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.youtube.com/watch?v=eICIxzfrubA&amp;feature=share"" dir=""ltr"" href=""https://t.co/6ghPVQi6rH"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.youtube.com/watch?v=eICIxzfrubA&amp;feature=share""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">youtube.com/watch?v=eICIxz</span><span class=""invisible"">frubA&amp;feature=share</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
Xxaire, 👑BluPhoenixRising,818245895095513089,2017-01-08 23:59:58,/Xxaire/status/818245895095513089,1,0,1,Twitter officers: Suspend or Cancel Trump's Twitter Account - Sign the Petition! http://ln.is/www.change.org/p/BVYt0 … via @Change,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Twitter officers: Suspend or Cancel <strong>Trump</strong>'s Twitter Account - Sign the Petition! <a class=""twitter-timeline-link"" data-expanded-url=""http://ln.is/www.change.org/p/BVYt0"" dir=""ltr"" href=""https://t.co/9pTfo2tHil"" rel=""nofollow noopener"" target=""_blank"" title=""http://ln.is/www.change.org/p/BVYt0""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">ln.is/www.change.org</span><span class=""invisible"">/p/BVYt0</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15947602"" dir=""ltr"" href=""/Change""><s>@</s><b>Change</b></a></p>"
TechnicalMuscle,Technical Muscle,818245894801936384,2017-01-08 23:59:58,/TechnicalMuscle/status/818245894801936384,0,0,0,"Top story: Trump and Sessions plan to restrict highly skilled foreign workers. … https://www.washingtonpost.com/world/asia_pacific/trump-and-sessions-plan-to-restrict-highly-skilled-foreign-workers-hyderabad-says-bring-it-on/2017/01/08/8701e0ca-d2c0-11e6-aa0c-f196d8ef0650_story.html …, see more http://tweetedtimes.com/amarjitinfo?s=tnp …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Top story: <strong>Trump</strong> and Sessions plan to restrict highly skilled foreign workers. … <a class=""twitter-timeline-link"" data-expanded-url=""https://www.washingtonpost.com/world/asia_pacific/trump-and-sessions-plan-to-restrict-highly-skilled-foreign-workers-hyderabad-says-bring-it-on/2017/01/08/8701e0ca-d2c0-11e6-aa0c-f196d8ef0650_story.html"" dir=""ltr"" href=""https://t.co/pgTRmcefnh"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.washingtonpost.com/world/asia_pacific/trump-and-sessions-plan-to-restrict-highly-skilled-foreign-workers-hyderabad-says-bring-it-on/2017/01/08/8701e0ca-d2c0-11e6-aa0c-f196d8ef0650_story.html""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">washingtonpost.com/world/asia_pac</span><span class=""invisible"">ific/trump-and-sessions-plan-to-restrict-highly-skilled-foreign-workers-hyderabad-says-bring-it-on/2017/01/08/8701e0ca-d2c0-11e6-aa0c-f196d8ef0650_story.html</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>, see more <a class=""twitter-timeline-link"" data-expanded-url=""http://tweetedtimes.com/amarjitinfo?s=tnp"" dir=""ltr"" href=""https://t.co/nZcPVOc30V"" rel=""nofollow noopener"" target=""_blank"" title=""http://tweetedtimes.com/amarjitinfo?s=tnp""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">tweetedtimes.com/amarjitinfo?s=</span><span class=""invisible"">tnp</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
Xxaire, 👑BluPhoenixRising,818245893501624320,2017-01-08 23:59:57,/Xxaire/status/818245893501624320,1,0,2,Twitter officers: Suspend or Cancel Trump's Twitter Account - Sign the Petition! http://ln.is/www.change.org/p/rHVEf … via @Change,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Twitter officers: Suspend or Cancel <strong>Trump</strong>'s Twitter Account - Sign the Petition! <a class=""twitter-timeline-link"" data-expanded-url=""http://ln.is/www.change.org/p/rHVEf"" dir=""ltr"" href=""https://t.co/EQGAaZQiDt"" rel=""nofollow noopener"" target=""_blank"" title=""http://ln.is/www.change.org/p/rHVEf""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">ln.is/www.change.org</span><span class=""invisible"">/p/rHVEf</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""15947602"" dir=""ltr"" href=""/Change""><s>@</s><b>Change</b></a></p>"
Dis_labeledVet,Chana,818245890586607616,2017-01-08 23:59:57,/Dis_labeledVet/status/818245890586607616,0,0,0,that would be Mr President Donald Trump,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">that would be Mr President Donald <strong>Trump</strong></p>"
grobaniteblue,I am no man,818245890536341505,2017-01-08 23:59:57,/grobaniteblue/status/818245890536341505,0,0,0,Incredibly cruel ... but we r talking about @realDonaldTrump here.  He is incredibly mean spirited and cruel and petty.  Why r we surprised? https://twitter.com/maddow/status/818239824184438786 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Incredibly cruel ... but we r talking about <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""25073877"" dir=""ltr"" href=""/realDonaldTrump""><s>@</s><b><strong>realDonaldTrump</strong></b></a> here.  He is incredibly mean spirited and cruel and petty.  Why r we surprised? <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/maddow/status/818239824184438786"" dir=""ltr"" href=""https://t.co/dpwNlcubME"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/maddow/status/818239824184438786""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/maddow/status/</span><span class=""invisible"">818239824184438786</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
sbrunarski59,gingerb,818245890402041856,2017-01-08 23:59:57,/sbrunarski59/status/818245890402041856,14,2,8,How do our troops have any respect for him?,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">How do our troops have any respect for him?</p>"
vertvnoticias,VerTvNoticias,818245890385334277,2017-01-08 23:59:57,/vertvnoticias/status/818245890385334277,0,0,0,Joe Biden a Trump: “Tienes que madurar” - http://bit.ly/2j04Vj5 pic.twitter.com/HjnRVMiJk4,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Joe Biden a <strong>Trump</strong>: “Tienes que madurar” - <a class=""twitter-timeline-link"" data-expanded-url=""http://bit.ly/2j04Vj5"" dir=""ltr"" href=""https://t.co/G3WgzKZp05"" rel=""nofollow noopener"" target=""_blank"" title=""http://bit.ly/2j04Vj5""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">bit.ly/2j04Vj5</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/HjnRVMiJk4"">pic.twitter.com/HjnRVMiJk4</a></p>"
srab2001,stuart rabinowitz,816796349370957824,2017-01-04 23:59:59,/srab2001/status/816796349370957824,0,0,0,Why Twitter didn’t get a seat at Trump’s table for Silicon Valley A-listers http://ln.is/qz.com/864204/why-tw/HioER …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Why Twitter didn’t get a seat at <strong>Trump</strong>’s table for Silicon Valley A-listers <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""http://ln.is/qz.com/864204/why-tw/HioER"" dir=""ltr"" href=""https://t.co/Na3dk9pUkW"" rel=""nofollow noopener"" target=""_blank"" title=""http://ln.is/qz.com/864204/why-tw/HioER""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">ln.is/qz.com/864204/</span><span class=""invisible"">why-tw/HioER</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
mailbugg5_june,June,816796349236674560,2017-01-04 23:59:59,/mailbugg5_june/status/816796349236674560,0,0,1,Breaking: Trump is working with advisers on a plan that would restructure and pare back... http://ln.is/WMFqX  by #WSJ via @c0nvey,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Breaking: <strong>Trump</strong> is working with advisers on a plan that would restructure and pare back... <a class=""twitter-timeline-link"" data-expanded-url=""http://ln.is/WMFqX"" dir=""ltr"" href=""https://t.co/etR8gOYvGv"" rel=""nofollow noopener"" target=""_blank"" title=""http://ln.is/WMFqX""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">ln.is/WMFqX</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> by <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/WSJ?src=hash""><s>#</s><b>WSJ</b></a> via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""750282011160481792"" dir=""ltr"" href=""/c0nvey""><s>@</s><b>c0nvey</b></a></p>"
Breeb714,Breeb714,816796349223944193,2017-01-04 23:59:59,/Breeb714/status/816796349223944193,0,0,0,"do you get the NYT, WAPO, WSJ, read to you? Maybe add that to KellyAnn's babysitting duties as you take your nightly nap","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">do you get the NYT, WAPO, WSJ, read to you? Maybe add that to KellyAnn's babysitting duties as you take your nightly nap</p>"
teachersolem,I'm 4 Trump  👍🏻 🇺🇸,816796349131698176,2017-01-04 23:59:59,/teachersolem/status/816796349131698176,0,0,0,Dan's the man for sure!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Dan's the man for sure!</p>"
220lbKeating,Shaun Keating,816796349127684100,2017-01-04 23:59:59,/220lbKeating/status/816796349127684100,0,0,0,"Atheists for Trump *Me. Yep, the climate is changing but it happens throughout history. Example : Mini Ice Age 1300-1850 AD.","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Atheists for <strong>Trump</strong> *Me. Yep, the climate is changing but it happens throughout history. Example : Mini Ice Age 1300-1850 AD.</p>"
CNNSitRoom,The Situation Room,816796348578078720,2017-01-04 23:59:59,/CNNSitRoom/status/816796348578078720,20,15,21,.@NAACP president describes being arrested after protesting Trump's AG nominee http://cnn.it/2j6AwTO http://snpy.tv/2iFzDyx ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">.<a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""44988185"" dir=""ltr"" href=""/NAACP""><s>@</s><b>NAACP</b></a> president describes being arrested after protesting <strong>Trump</strong>'s AG nominee <a class=""twitter-timeline-link"" data-expanded-url=""http://cnn.it/2j6AwTO"" dir=""ltr"" href=""https://t.co/wFF2Q66iQr"" rel=""nofollow noopener"" target=""_blank"" title=""http://cnn.it/2j6AwTO""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">cnn.it/2j6AwTO</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""http://snpy.tv/2iFzDyx"" dir=""ltr"" href=""https://t.co/NAovQN2xNp"" rel=""nofollow noopener"" target=""_blank"" title=""http://snpy.tv/2iFzDyx""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">snpy.tv/2iFzDyx</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>"
D_Meledie,Meledie Knopf,816796348351533056,2017-01-04 23:59:59,/D_Meledie/status/816796348351533056,0,0,0,"I worry there's enough animus for Trump that no mattler how good a candidate is, Dems will shoot them down for spite https://twitter.com/politico/status/816793608804298758 …","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">I worry there's enough animus for <strong>Trump</strong> that no mattler how good a candidate is, Dems will shoot them down for spite <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/politico/status/816793608804298758"" dir=""ltr"" href=""https://t.co/F2C0B1wErw"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/politico/status/816793608804298758""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/politico/statu</span><span class=""invisible"">s/816793608804298758</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
dolphsteelbear,Imyourhuckleberry,816796348070539264,2017-01-04 23:59:59,/dolphsteelbear/status/816796348070539264,0,0,0,SEEMS ALL AMERICANS WANT OBAMACARE!!! What ya gonna do trump and GOP?????! Kill people???!!!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">SEEMS ALL AMERICANS WANT OBAMACARE!!! What ya gonna do <strong>trump</strong> and GOP?????! Kill people???!!!</p>"
dbochler,Dayl Bochler,816796347416412160,2017-01-04 23:59:59,/dbochler/status/816796347416412160,0,0,0,"Macy’s plunge: ‘Cutting 10,000 jobs’ since dissing Trump http://po.st/a111oD  via @worldnetdaily","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Macy’s plunge: ‘Cutting 10,000 jobs’ since dissing <strong>Trump</strong> <a class=""twitter-timeline-link"" data-expanded-url=""http://po.st/a111oD"" dir=""ltr"" href=""https://t.co/dfGizbXLCE"" rel=""nofollow noopener"" target=""_blank"" title=""http://po.st/a111oD""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">po.st/a111oD</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> via <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""43969372"" dir=""ltr"" href=""/worldnetdaily""><s>@</s><b>worldnetdaily</b></a></p>"
gusortlieb,Gus Ortlieb,816796346531348481,2017-01-04 23:59:59,/gusortlieb/status/816796346531348481,0,0,0,This hardly sounds like someone trying to unite the country.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">This hardly sounds like someone trying to unite the country.</p>"
debfitzpatrick3,Debra Fitzpatrick,816796345683935232,2017-01-04 23:59:58,/debfitzpatrick3/status/816796345683935232,0,0,0,@JrcheneyJohn @BreitbartNews Chucky-NewsAlert-Keepwiththetimes-we wantthetwitter so Pres Trump can by pass your Lies=WeWantTruth,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""972571020124139520"" dir=""ltr"" href=""/JrcheneyJohn""><s>@</s><b>JrcheneyJohn</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""457984599"" dir=""ltr"" href=""/BreitbartNews""><s>@</s><b>BreitbartNews</b></a> Chucky-NewsAlert-Keepwiththetimes-we wantthetwitter so Pres <strong>Trump</strong> can by pass your Lies=WeWantTruth</p>"
2BeConservative,Legal Conservative,816796344622915584,2017-01-04 23:59:58,/2BeConservative/status/816796344622915584,0,0,0,@realDonaldTrump PLEASE don't give up tweeting b/c YOU'RE THE ONLY REASON I just joined this darn platform! Thanks 4 MAGA,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""25073877"" dir=""ltr"" href=""/realDonaldTrump""><s>@</s><b><strong>realDonaldTrump</strong></b></a> PLEASE don't give up tweeting b/c YOU'RE THE ONLY REASON I just joined this darn platform! Thanks 4 MAGA<img alt=""😊"" aria-label=""Emoji: Smiling face with smiling eyes"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f60a.png"" title=""Smiling face with smiling eyes""/><img alt=""🇺🇸"" aria-label=""Emoji: Flag of United States"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f1fa-1f1f8.png"" title=""Flag of United States""/></p>"
pangearob,Silence Do_Gooder,816796344341803008,2017-01-04 23:59:58,/pangearob/status/816796344341803008,0,0,0,"@therealroseanne @lgmaterna 
The election might be over but we have to hold Trump accountable on everything including Israel! This wife! pic.twitter.com/OZaimIvnQK","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""273542042"" dir=""ltr"" href=""/therealroseanne""><s>@</s><b>therealroseanne</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2255656483"" dir=""ltr"" href=""/lgmaterna""><s>@</s><b>lgmaterna</b></a> 
The election might be over but we have to hold <strong>Trump</strong> accountable on everything including Israel! This wife! <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/OZaimIvnQK"">pic.twitter.com/OZaimIvnQK</a></p>"
FerialP,Ferial Pearson,816796344115494914,2017-01-04 23:59:58,/FerialP/status/816796344115494914,0,0,0,Inside Donald Trump's Extremist Education Agenda http://fb.me/7s8x33Kzl ,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Inside Donald <strong>Trump</strong>'s Extremist Education Agenda <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""http://fb.me/7s8x33Kzl"" dir=""ltr"" href=""https://t.co/xbm1XQyTvs"" rel=""nofollow noopener"" target=""_blank"" title=""http://fb.me/7s8x33Kzl""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">fb.me/7s8x33Kzl</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>"
NatxoBellido,Natxo Bellido,816796342412570624,2017-01-04 23:59:58,/NatxoBellido/status/816796342412570624,0,1,0,debo agradecer que no compartimos la pasión por Trump...,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">debo agradecer que no compartimos la pasión por <strong>Trump</strong>...</p>"
PaulGoldberg4,Paul Goldberg,816796341808562176,2017-01-04 23:59:57,/PaulGoldberg4/status/816796341808562176,0,0,0,Winter is coming: prospects for the American press under Trump http://pressthink.org/2016/12/winter-coming-prospects-american-press-trump/ …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Winter is coming: prospects for the American press under <strong>Trump</strong> <a class=""twitter-timeline-link"" data-expanded-url=""http://pressthink.org/2016/12/winter-coming-prospects-american-press-trump/"" dir=""ltr"" href=""https://t.co/rjFGlYWlyr"" rel=""nofollow noopener"" target=""_blank"" title=""http://pressthink.org/2016/12/winter-coming-prospects-american-press-trump/""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">pressthink.org/2016/12/winter</span><span class=""invisible"">-coming-prospects-american-press-trump/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
MauriceMichael,Maurice Ross,816796339132579840,2017-01-04 23:59:57,/MauriceMichael/status/816796339132579840,2,1,2,It's about to be Trumpcare; have fun @realDonaldTrump  explaining to your supporters why you can't keep them insured https://twitter.com/QuestEditor/status/816796054259646464 …,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">It's about to be Trumpcare; have fun <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""25073877"" dir=""ltr"" href=""/realDonaldTrump""><s>@</s><b><strong>realDonaldTrump</strong></b></a>  explaining to your supporters why you can't keep them insured <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/QuestEditor/status/816796054259646464"" dir=""ltr"" href=""https://t.co/o0McVMjhRH"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/QuestEditor/status/816796054259646464""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/QuestEditor/st</span><span class=""invisible"">atus/816796054259646464</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>"
bonnetsplash,splash   💙  🌊,816796339052937224,2017-01-04 23:59:57,/bonnetsplash/status/816796339052937224,2,0,0,You just don't understand the music of IL Volo and the impact  on Jackie's sales. Educate yourself. Ask Hoda @NBC or @PBS,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">You just don't understand the music of IL Volo and the impact  on Jackie's sales. Educate yourself. Ask Hoda <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""26585095"" dir=""ltr"" href=""/nbc""><s>@</s><b>NBC</b></a> or <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""12133382"" dir=""ltr"" href=""/PBS""><s>@</s><b>PBS</b></a></p>"
StopTheDonald1,Dump Trump,816796338344095744,2017-01-04 23:59:57,/StopTheDonald1/status/816796338344095744,0,0,0,Russian dissident Kasparov warns of a Trump-Putin alliance https://www.yahoo.com/amphtml/news/russian-dissident-kasparov-warns-of-a-trump-putin-alliance-210754898.html … #Trump #PuppetInChief,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Russian dissident Kasparov warns of a <strong>Trump</strong>-Putin alliance <a class=""twitter-timeline-link"" data-expanded-url=""https://www.yahoo.com/amphtml/news/russian-dissident-kasparov-warns-of-a-trump-putin-alliance-210754898.html"" dir=""ltr"" href=""https://t.co/zYx8XKakO0"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.yahoo.com/amphtml/news/russian-dissident-kasparov-warns-of-a-trump-putin-alliance-210754898.html""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">yahoo.com/amphtml/news/r</span><span class=""invisible"">ussian-dissident-kasparov-warns-of-a-trump-putin-alliance-210754898.html</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Trump?src=hash""><s>#</s><b><strong>Trump</strong></b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/PuppetInChief?src=hash""><s>#</s><b>PuppetInChief</b></a></p>"
goshortandlong,Global Money,816796338138521600,2017-01-04 23:59:57,/goshortandlong/status/816796338138521600,0,0,0,Repealing the ACA will endanger the health and safety of the public.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Repealing the ACA will endanger the health and safety of the public.</p>"
Professing_Prof,ProfessingProf,816071574902149120,2017-01-02 23:59:59,/Professing_Prof/status/816071574902149120,0,0,0,Remember that #Trump is mentally unstable and projects his defects in others. Trump is being played the fool by Putin,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Remember that <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Trump?src=hash""><s>#</s><b><strong>Trump</strong></b></a> is mentally unstable and projects his defects in others. <strong>Trump</strong> is being played the fool by Putin</p>"
BrennaSimonSays,Brenna Simon,816071573136412672,2017-01-02 23:59:59,/BrennaSimonSays/status/816071573136412672,0,0,0,"that's what they all said about you winning the election, and look how that turned out...","<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">that's what they all said about you winning the election, and look how that turned out...</p>"
CryptoPolling,Crypto Polling,816071572297371648,2017-01-02 23:59:59,/CryptoPolling/status/816071572297371648,0,0,0,WikiLeaks’ publisher Julian Assange – AMA live at Thursday 9am EST http://dumpmsm.com/6211  #MAGA #FreeSpeech #Trump,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">WikiLeaks’ publisher Julian Assange – AMA live at Thursday 9am EST <a class=""twitter-timeline-link"" data-expanded-url=""http://dumpmsm.com/6211"" dir=""ltr"" href=""https://t.co/V2s2yED1lt"" rel=""nofollow noopener"" target=""_blank"" title=""http://dumpmsm.com/6211""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">dumpmsm.com/6211</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/MAGA?src=hash""><s>#</s><b>MAGA</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/FreeSpeech?src=hash""><s>#</s><b>FreeSpeech</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/Trump?src=hash""><s>#</s><b><strong>Trump</strong></b></a></p>"
Rob_balboa,Rob_balboa,816071572217851905,2017-01-02 23:59:59,/Rob_balboa/status/816071572217851905,0,0,0,thank God Obama isnt backpeddling on russia hacking our power grid. a true leader. while u hang off  putins Nutsack.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">thank God Obama isnt backpeddling on russia hacking our power grid. a true leader. while u hang off  putins Nutsack.</p>"
maverick0308,PATRICK Hill,816071571760627721,2017-01-02 23:59:59,/maverick0308/status/816071571760627721,0,0,0,Bahahaaaa!!!!,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""in"">Bahahaaaa!!!!</p>"
shepardsounds,Shepard,816071571001503745,2017-01-02 23:59:59,/shepardsounds/status/816071571001503745,5,0,2,Trump's tweets gonna get us all killed.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Trump</strong>'s tweets gonna get us all killed.</p>"
